Transaction,PurchaseDate,CustomerID,Gender,MaritalStatus,Homeowner,Children,AnnualIncome,City,StateOrProvince,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue
6493,3/8/2016,10000,F,S,N,5,$10K - $30K,Mexico City,DF,Mexico,Non-Consumable,Checkout,Miscellaneous,3,9.8
6494,3/8/2016,8087,F,M,Y,2,$10K - $30K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,5,17.95
6495,3/8/2016,9625,F,M,Y,2,$70K - $90K,Merida,Yucatan,Mexico,Food,Canned Foods,Vegetables,4,26.04
6496,3/8/2016,1783,M,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Pizza,2,9.7
6497,3/8/2016,6203,F,S,N,2,$70K - $90K,Portland,OR,USA,Non-Consumable,Household,Electrical,5,15.66
6498,3/8/2016,10003,F,S,Y,1,$70K - $90K,San Diego,CA,USA,Food,Produce,Vegetables,3,11.58
6499,3/8/2016,4913,M,S,Y,1,$90K - $110K,Merida,Yucatan,Mexico,Food,Snacks,Candy,4,16.86
6500,3/8/2016,9870,M,S,Y,1,$110K - $130K,Walla Walla,WA,USA,Food,Snacks,Candy,2,3.09
6501,3/8/2016,4732,M,M,Y,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Eggs,Eggs,4,30.29
6502,3/8/2016,6788,F,M,Y,0,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,29.12
6503,3/8/2016,10154,F,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,4,22.63
6504,3/8/2016,1259,F,M,N,0,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,6,38.63
6505,3/8/2016,5070,F,S,N,3,$30K - $50K,Salem,OR,USA,Food,Snacks,Candy,3,25.58
6506,3/8/2016,4330,M,M,Y,4,$30K - $50K,Salem,OR,USA,Food,Frozen Foods,Vegetables,6,12.3
6507,3/8/2016,248,M,S,N,1,$30K - $50K,San Andres,DF,Mexico,Food,Snacks,Candy,5,16.46
6508,3/8/2016,6032,M,M,N,3,$70K - $90K,San Andres,DF,Mexico,Food,Produce,Fruit,3,17.19
6509,3/8/2016,6527,F,S,Y,5,$90K - $110K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,3,8.15
6510,3/8/2016,6260,F,S,Y,4,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,29.33
6511,3/8/2016,5310,M,S,N,4,$70K - $90K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,4,2.34
6512,3/8/2016,6690,F,M,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Snacks,Candy,3,20.23
6513,3/8/2016,2099,M,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,4,15.3
6514,3/8/2016,1420,M,S,Y,2,$150K +,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,2,12.92
6515,3/8/2016,2373,F,M,Y,4,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Paper Products,3,21.36
6516,3/8/2016,5958,F,S,Y,3,$90K - $110K,Salem,OR,USA,Food,Baked Goods,Bread,3,8.3
6517,3/8/2016,291,M,S,Y,1,$90K - $110K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,5,19.52
6518,3/9/2016,2475,F,S,N,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,14.04
6519,3/9/2016,4174,F,S,N,4,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Hygiene,6,17.04
6520,3/9/2016,9309,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,11.22
6521,3/9/2016,4881,M,M,N,3,$50K - $70K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,3,4.14
6522,3/9/2016,5172,M,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,5,22.54
6523,3/9/2016,6750,M,M,Y,1,$110K - $130K,San Andres,DF,Mexico,Food,Breakfast Foods,Breakfast Foods,4,1.72
6524,3/9/2016,2544,F,M,Y,4,$90K - $110K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,3,5.37
6525,3/9/2016,5631,M,S,Y,5,$110K - $130K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,5,20.9
6526,3/9/2016,3239,F,S,N,4,$50K - $70K,Tacoma,WA,USA,Food,Produce,Vegetables,4,4.84
6527,3/9/2016,5984,M,S,Y,1,$130K - $150K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,5,18.27
6528,3/9/2016,2381,M,M,N,3,$30K - $50K,Beverly Hills,CA,USA,Food,Deli,Meat,4,13.5
6529,3/9/2016,2591,F,S,Y,1,$10K - $30K,Beverly Hills,CA,USA,Drink,Beverages,Carbonated Beverages,2,4.76
6530,3/9/2016,1550,F,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,4,4.47
6531,3/9/2016,8548,M,S,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Fruit,3,8.74
6532,3/9/2016,7176,M,M,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,4,7.76
6533,3/9/2016,9197,M,M,Y,1,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,5,9.87
6534,3/9/2016,10118,F,S,Y,1,$150K +,Salem,OR,USA,Food,Baking Goods,Baking Goods,3,10.42
6535,3/9/2016,7075,F,M,Y,3,$90K - $110K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,25.06
6536,3/9/2016,1005,M,S,Y,2,$10K - $30K,Bremerton,WA,USA,Food,Baked Goods,Bread,4,10.21
6537,3/9/2016,2371,M,S,N,1,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,3,2.92
6538,3/9/2016,5017,M,S,Y,1,$70K - $90K,Victoria,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,4,9.26
6539,3/9/2016,3826,M,M,N,2,$50K - $70K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,6,12.43
6540,3/9/2016,5171,M,S,N,3,$10K - $30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,5,6.95
6541,3/9/2016,9451,F,M,Y,1,$30K - $50K,Seattle,WA,USA,Food,Eggs,Eggs,3,20.49
6542,3/9/2016,6632,M,S,Y,0,$70K - $90K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,5,5.24
6543,3/9/2016,7793,M,M,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Side Dishes,3,15.39
6544,3/9/2016,10114,F,M,Y,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,4,16.07
6545,3/9/2016,5159,M,M,Y,1,$130K - $150K,Vancouver,BC,Canada,Food,Eggs,Eggs,4,4.68
6546,3/9/2016,1948,M,M,Y,1,$130K - $150K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,6,25.98
6547,3/10/2016,8775,F,M,Y,2,$130K - $150K,Merida,Yucatan,Mexico,Food,Deli,Meat,3,16.01
6548,3/10/2016,10000,F,S,N,5,$10K - $30K,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,4,24.1
6549,3/10/2016,7016,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,3,5.36
6550,3/10/2016,7812,F,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Frozen Foods,Vegetables,4,4.14
6551,3/10/2016,8231,F,M,N,4,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,6,20.18
6552,3/10/2016,9819,M,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,11.5
6553,3/10/2016,430,M,S,Y,3,$90K - $110K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,18.08
6554,3/10/2016,4386,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,3,10.92
6555,3/10/2016,6027,M,M,Y,1,$50K - $70K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Cleaning Supplies,5,9.84
6556,3/10/2016,7862,M,M,Y,4,$30K - $50K,Spokane,WA,USA,Drink,Beverages,Drinks,6,20.98
6557,3/10/2016,9510,F,S,N,5,$70K - $90K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,7,25.94
6558,3/10/2016,6709,M,S,N,0,$10K - $30K,Portland,OR,USA,Food,Frozen Foods,Frozen Entrees,4,35.19
6559,3/10/2016,3242,F,S,N,3,$10K - $30K,Bremerton,WA,USA,Drink,Beverages,Pure Juice Beverages,2,1.46
6560,3/10/2016,9775,F,S,N,2,$30K - $50K,Beverly Hills,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,14.48
6561,3/10/2016,7654,F,S,Y,4,$130K - $150K,Seattle,WA,USA,Drink,Beverages,Drinks,5,18.68
6562,3/10/2016,7522,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Produce,Vegetables,4,18.56
6563,3/10/2016,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,3,20.49
6564,3/10/2016,76,F,S,N,1,$70K - $90K,Bremerton,WA,USA,Food,Produce,Fruit,5,30.87
6565,3/10/2016,10001,F,M,N,1,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,12.56
6566,3/10/2016,4231,F,S,N,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,3,5.38
6567,3/10/2016,1718,M,S,N,4,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,11.07
6568,3/10/2016,2762,M,S,N,2,$70K - $90K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,6.34
6569,3/10/2016,3970,M,S,N,2,$30K - $50K,Beverly Hills,CA,USA,Food,Snacks,Candy,5,4.33
6570,3/10/2016,7356,F,M,N,4,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Plastic Products,3,15.53
6571,3/10/2016,8212,F,S,N,2,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,4,3.67
6572,3/10/2016,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,18.15
6573,3/10/2016,2201,F,M,Y,2,$30K - $50K,Spokane,WA,USA,Drink,Beverages,Carbonated Beverages,3,11.36
6574,3/10/2016,7828,M,M,Y,3,$50K - $70K,Portland,OR,USA,Food,Produce,Vegetables,4,4.68
6575,3/10/2016,10080,M,M,Y,5,$130K - $150K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,7,15.6
6576,3/10/2016,864,F,S,Y,3,$90K - $110K,San Diego,CA,USA,Food,Produce,Fruit,3,3.65
6577,3/11/2016,5908,F,S,N,2,$10K - $30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,20.06
6578,3/11/2016,341,M,M,Y,1,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,8.57
6579,3/11/2016,2094,F,M,Y,2,$90K - $110K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,5,12.56
6580,3/11/2016,8777,M,M,Y,0,$70K - $90K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,6,8.06
6581,3/11/2016,8483,F,M,Y,3,$30K - $50K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,13.83
6582,3/11/2016,2795,M,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,4.5
6583,3/11/2016,7977,F,M,Y,1,$70K - $90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,4,5.68
6584,3/11/2016,4846,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,28.66
6585,3/11/2016,6087,M,M,Y,4,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Baking Goods,5,4.13
6586,3/11/2016,6227,F,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,5,15.48
6587,3/11/2016,9435,F,S,Y,1,$10K - $30K,San Andres,DF,Mexico,Food,Baking Goods,Baking Goods,3,1.75
6588,3/11/2016,10093,M,M,Y,2,$30K - $50K,Bellingham,WA,USA,Non-Consumable,Carousel,Specialty,3,15.46
6589,3/11/2016,9134,M,M,Y,5,$70K - $90K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,2,19.08
6590,3/11/2016,4983,M,S,N,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,6,16.46
6591,3/11/2016,1418,F,S,Y,4,$90K - $110K,Bellingham,WA,USA,Non-Consumable,Household,Electrical,4,9.94
6592,3/11/2016,1377,M,S,Y,3,$10K - $30K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,5,11.56
6593,3/11/2016,3982,F,S,N,3,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Kitchen Products,5,6.27
6594,3/11/2016,654,F,M,Y,3,$130K - $150K,San Diego,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,7.25
6595,3/11/2016,2494,F,M,Y,1,$50K - $70K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,5,8.37
6596,3/11/2016,5069,M,S,N,0,$50K - $70K,San Andres,DF,Mexico,Food,Seafood,Seafood,4,18.23
6597,3/11/2016,4938,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Frozen Foods,Meat,5,6.7
6598,3/11/2016,430,M,S,Y,3,$90K - $110K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,3,10.71
6599,3/11/2016,2814,M,S,Y,4,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Jams and Jellies,5,6.35
6600,3/11/2016,9592,M,S,N,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Frozen Desserts,3,12.07
6601,3/11/2016,7793,M,M,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Clams,4,11.39
6602,3/12/2016,6957,F,S,N,2,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,15.77
6603,3/12/2016,8717,F,M,N,1,$50K - $70K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,12.41
6604,3/12/2016,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,4.91
6605,3/12/2016,6822,F,S,N,5,$10K - $30K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,6,6.51
6606,3/12/2016,3587,M,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Specialty,5,8.52
6607,3/12/2016,5974,F,S,Y,4,$30K - $50K,Beverly Hills,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,1.28
6608,3/12/2016,1003,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Produce,Vegetables,4,8.58
6609,3/12/2016,6722,M,S,N,1,$70K - $90K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,5,7.74
6610,3/12/2016,7451,F,S,Y,4,$30K - $50K,Victoria,BC,Canada,Food,Baking Goods,Baking Goods,6,19.32
6611,3/12/2016,7711,M,M,Y,3,$70K - $90K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,11.83
6612,3/12/2016,9671,M,M,N,4,$30K - $50K,Salem,OR,USA,Food,Produce,Fruit,4,5.58
6613,3/12/2016,7476,F,S,Y,3,$70K - $90K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,4,3.72
6614,3/12/2016,7726,F,S,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Produce,Vegetables,3,31.27
6615,3/12/2016,9307,M,M,Y,3,$10K - $30K,Portland,OR,USA,Non-Consumable,Household,Electrical,7,20.02
6616,3/12/2016,5294,F,S,N,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,4,3.21
6617,3/12/2016,2099,M,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,3,11.46
6618,3/12/2016,8752,F,S,N,3,$10K - $30K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,3,3.06
6619,3/12/2016,5787,F,S,Y,4,$30K - $50K,Victoria,BC,Canada,Food,Snacks,Candy,3,20.72
6620,3/12/2016,7782,F,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,4,28.73
6621,3/12/2016,5029,M,M,Y,3,$70K - $90K,San Andres,DF,Mexico,Non-Consumable,Household,Cleaning Supplies,3,11.42
6622,3/12/2016,9134,M,M,Y,5,$70K - $90K,Yakima,WA,USA,Food,Produce,Vegetables,6,15.72
6623,3/12/2016,9238,M,S,Y,2,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Pizza,5,25.36
6624,3/12/2016,1853,F,S,N,4,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,13.75
6625,3/13/2016,5148,F,S,Y,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,2,5.4
6626,3/13/2016,7893,M,M,N,2,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,22.2
6627,3/13/2016,6569,M,M,Y,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,3,4.86
6628,3/13/2016,9815,M,M,Y,5,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,6.55
6629,3/13/2016,8326,F,M,Y,1,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,3.62
6630,3/13/2016,9184,M,S,Y,0,$30K - $50K,Bremerton,WA,USA,Food,Deli,Meat,2,11.7
6631,3/13/2016,3197,F,S,N,5,$50K - $70K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,2.91
6632,3/13/2016,1958,F,S,Y,4,$150K +,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,4,8.02
6633,3/13/2016,7281,F,M,Y,2,$70K - $90K,Tacoma,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,17.47
6634,3/13/2016,614,M,M,Y,2,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,4,11.73
6635,3/13/2016,3360,M,M,Y,1,$70K - $90K,Salem,OR,USA,Food,Produce,Vegetables,3,5.95
6636,3/13/2016,7580,F,S,N,2,$110K - $130K,Tacoma,WA,USA,Food,Produce,Specialty,4,5.42
6637,3/13/2016,1111,M,M,N,1,$10K - $30K,San Francisco,CA,USA,Food,Baking Goods,Baking Goods,3,3.87
6638,3/13/2016,414,F,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Fruit,3,4.69
6639,3/13/2016,9150,F,M,Y,1,$10K - $30K,Victoria,BC,Canada,Food,Frozen Foods,Breakfast Foods,4,7.67
6640,3/13/2016,937,F,M,Y,4,$10K - $30K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,4,2.1
6641,3/13/2016,7842,F,S,Y,2,$110K - $130K,Seattle,WA,USA,Food,Produce,Fruit,3,16.19
6642,3/13/2016,9019,M,M,N,4,$50K - $70K,Beverly Hills,CA,USA,Food,Breakfast Foods,Breakfast Foods,5,2.88
6643,3/13/2016,5707,F,M,N,5,$50K - $70K,Yakima,WA,USA,Food,Produce,Packaged Vegetables,4,12.53
6644,3/13/2016,7035,F,M,Y,3,$50K - $70K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,13.99
6645,3/13/2016,8533,F,S,N,1,$30K - $50K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,4,18.43
6646,3/13/2016,6113,F,S,N,0,$130K - $150K,Spokane,WA,USA,Non-Consumable,Household,Electrical,4,12.64
6647,3/13/2016,5852,M,M,Y,0,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Eggs,Eggs,5,25.4
6648,3/14/2016,4021,M,M,N,3,$30K - $50K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,3,15.95
6649,3/14/2016,9945,M,M,Y,1,$30K - $50K,San Andres,DF,Mexico,Food,Deli,Meat,2,6.77
6650,3/14/2016,405,F,S,Y,3,$30K - $50K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,6,16.27
6651,3/14/2016,4804,F,M,Y,4,$70K - $90K,Salem,OR,USA,Food,Canned Foods,Canned Soup,7,25.81
6652,3/14/2016,6161,F,S,N,1,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,5,13.45
6653,3/14/2016,6934,F,S,N,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,4,10.8
6654,3/14/2016,10173,F,M,N,0,$30K - $50K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,4,11.32
6655,3/14/2016,9778,M,S,Y,1,$90K - $110K,Mexico City,DF,Mexico,Non-Consumable,Household,Electrical,3,7.44
6656,3/14/2016,1366,F,S,N,4,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,19.17
6657,3/14/2016,3172,F,M,Y,1,$10K - $30K,Seattle,WA,USA,Food,Eggs,Eggs,3,12.47
6658,3/14/2016,3760,F,S,N,4,$70K - $90K,San Andres,DF,Mexico,Drink,Beverages,Carbonated Beverages,5,33.93
6659,3/14/2016,8139,M,S,N,0,$50K - $70K,Portland,OR,USA,Food,Produce,Vegetables,4,7.35
6660,3/14/2016,4198,F,M,Y,5,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,4,14.74
6661,3/14/2016,3797,M,M,Y,5,$50K - $70K,San Diego,CA,USA,Food,Dairy,Dairy,5,24.55
6662,3/14/2016,9143,F,M,Y,5,$50K - $70K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,6,35.78
6663,3/14/2016,8815,F,M,Y,2,$10K - $30K,Los Angeles,CA,USA,Non-Consumable,Household,Plastic Products,4,8.55
6664,3/14/2016,2802,F,M,Y,5,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,16.82
6665,3/14/2016,6693,F,M,Y,2,$50K - $70K,Vancouver,BC,Canada,Food,Baking Goods,Baking Goods,2,8.83
6666,3/14/2016,5851,F,M,N,1,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,11.93
6667,3/14/2016,2656,F,M,Y,2,$10K - $30K,Salem,OR,USA,Food,Meat,Meat,5,9.66
6668,3/14/2016,9625,F,M,Y,2,$70K - $90K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,3,4.28
6669,3/14/2016,7359,F,M,N,4,$10K - $30K,Salem,OR,USA,Drink,Dairy,Dairy,3,5.69
6670,3/14/2016,7121,F,S,N,4,$70K - $90K,Camacho,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,13.02
6671,3/14/2016,5473,F,S,Y,1,$10K - $30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,21.6
6672,3/14/2016,7171,M,S,N,3,$30K - $50K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,9.39
6673,3/14/2016,9752,F,M,Y,1,$50K - $70K,Tacoma,WA,USA,Food,Snacks,Candy,3,22.41
6674,3/15/2016,6652,F,M,Y,3,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,6,8.84
6675,3/15/2016,2974,M,M,N,1,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,3,7.66
6676,3/15/2016,8708,F,M,Y,1,$130K - $150K,Mexico City,DF,Mexico,Food,Frozen Foods,Meat,5,9.67
6677,3/15/2016,950,M,S,Y,4,$30K - $50K,Salem,OR,USA,Food,Baked Goods,Bread,6,12.62
6678,3/15/2016,5944,M,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Produce,Vegetables,6,18.24
6679,3/15/2016,4205,M,M,Y,0,$50K - $70K,Seattle,WA,USA,Food,Deli,Meat,3,9.16
6680,3/15/2016,8638,F,M,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,3,14.33
6681,3/15/2016,568,M,S,N,1,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,2,1.88
6682,3/15/2016,9634,M,M,Y,3,$110K - $130K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,6,23.69
6683,3/15/2016,1763,M,M,Y,4,$50K - $70K,Portland,OR,USA,Food,Dairy,Dairy,5,18.96
6684,3/15/2016,7308,M,M,Y,2,$130K - $150K,San Andres,DF,Mexico,Food,Produce,Vegetables,3,11.55
6685,3/15/2016,3010,M,S,Y,3,$90K - $110K,Los Angeles,CA,USA,Food,Frozen Foods,Pizza,4,4.1
6686,3/15/2016,7356,F,M,N,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Deli,Meat,6,10.87
6687,3/15/2016,10001,F,M,N,1,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Carousel,Specialty,3,8.28
6688,3/15/2016,1722,F,S,N,3,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Hygiene,5,13.88
6689,3/15/2016,8463,M,M,N,1,$30K - $50K,Yakima,WA,USA,Food,Produce,Vegetables,4,10.98
6690,3/15/2016,4225,M,S,N,1,$110K - $130K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,2,6.42
6691,3/15/2016,6311,M,S,Y,2,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,10.05
6692,3/15/2016,7134,F,M,Y,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,9.72
6693,3/15/2016,6001,F,M,N,2,$90K - $110K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,4.53
6694,3/15/2016,6138,F,M,Y,5,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,7.68
6695,3/15/2016,3602,F,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,3,11.16
6696,3/15/2016,5290,M,S,N,1,$30K - $50K,Vancouver,BC,Canada,Drink,Beverages,Hot Beverages,5,1.77
6697,3/15/2016,2500,F,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,6,20.59
6698,3/15/2016,7055,M,M,N,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,6,8.7
6699,3/15/2016,8849,M,S,Y,2,$30K - $50K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,2,15.28
6700,3/15/2016,704,M,M,N,1,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Deli,Meat,5,8.79
6701,3/15/2016,4202,F,M,Y,4,$30K - $50K,Camacho,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,3,18.02
6702,3/15/2016,4958,M,S,N,1,$90K - $110K,Yakima,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,19.62
6703,3/15/2016,663,F,S,Y,3,$50K - $70K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,14.34
